iShares Core S&P 500 ETF
Fund Holdings as of,"Aug 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,148,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"EOG","EOG RESOURCES","Energy","Equity","1,044,010,194.39","0.12","1,044,010,194.39","7,110,333.00","146.83","United States","NYSE","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","1,037,165,238.00","0.12","1,037,165,238.00","4,300,200.00","241.19","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","1,032,833,186.80","0.12","1,032,833,186.80","12,036,280.00","85.81","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","1,028,977,453.14","0.12","1,028,977,453.14","2,005,374.00","513.11","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","1,011,603,298.16","0.11","1,011,603,298.16","2,850,952.00","354.83","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","1,000,665,076.32","0.11","1,000,665,076.32","3,038,672.00","329.31","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","999,185,322.00","0.11","999,185,322.00","11,062,725.00","90.32","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"KKR","KKR AND CO INC","Financials","Equity","992,866,255.26","0.11","992,866,255.26","9,229,097.00","107.58","United States","NYSE","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","991,723,449.00","0.11","991,723,449.00","6,066,700.00","163.47","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","989,292,652.74","0.11","989,292,652.74","19,841,409.00","49.86","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","986,022,504.24","0.11","986,022,504.24","3,530,082.00","279.32","United States","NYSE","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","984,726,961.86","0.11","984,726,961.86","4,416,014.00","222.99","United States","NASDAQ","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","984,297,464.10","0.11","984,297,464.10","3,494,754.00","281.65","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB","Materials","Equity","978,958,771.82","0.11","978,958,771.82","3,381,083.00","289.54","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","977,974,864.23","0.11","977,974,864.23","2,930,613.00","333.71","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","975,556,373.12","0.11","975,556,373.12","10,681,664.00","91.33","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP","Consumer Discretionary","Equity","973,192,415.76","0.11","973,192,415.76","3,329,544.00","292.29","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","967,038,102.36","0.11","967,038,102.36","1,782,493.00","542.52","United States","NYSE","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY SERIES A","Communication","Equity","956,140,807.30","0.11","956,140,807.30","33,084,457.00","28.90","United States","NASDAQ","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","947,905,660.66","0.11","947,905,660.66","4,328,534.00","218.99","United States","NYSE","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","946,531,631.36","0.11","946,531,631.36","17,712,044.00","53.44","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS","Industrials","Equity","929,582,347.88","0.11","929,582,347.88","4,539,863.00","204.76","United States","NASDAQ","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE","Consumer Staples","Equity","928,841,068.10","0.11","928,841,068.10","19,060,970.00","48.73","United States","NASDAQ","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","920,762,677.56","0.10","920,762,677.56","3,429,156.00","268.51","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS","Information Technology","Equity","919,581,322.78","0.10","919,581,322.78","1,038,412.00","885.57","United States","NASDAQ","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","913,912,726.40","0.10","913,912,726.40","4,237,355.00","215.68","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","907,829,941.20","0.10","907,829,941.20","7,025,460.00","129.22","United States","NASDAQ","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS","Materials","Equity","903,132,139.60","0.10","903,132,139.60","2,972,296.00","303.85","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT","Real Estate","Equity","893,090,231.04","0.10","893,090,231.04","4,643,772.00","192.32","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","891,690,664.23","0.10","891,690,664.23","7,263,099.00","122.77","United States","NASDAQ","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP","Industrials","Equity","890,842,385.00","0.10","890,842,385.00","746,975.00","1,192.60","United States","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE","Health Care","Equity","888,723,009.00","0.10","888,723,009.00","2,072,775.00","428.76","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","885,557,157.10","0.10","885,557,157.10","3,437,455.00","257.62","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS","Industrials","Equity","880,437,677.68","0.10","880,437,677.68","836,012.00","1,053.14","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","858,061,864.40","0.10","858,061,864.40","8,919,562.00","96.20","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","855,677,593.85","0.10","855,677,593.85","656,119.00","1,304.15","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA","Health Care","Equity","852,018,076.46","0.10","852,018,076.46","2,597,141.00","328.06","United States","NYSE","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL","Financials","Equity","836,546,845.00","0.09","836,546,845.00","16,631,150.00","50.30","United States","NYSE","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES","Energy","Equity","822,122,529.67","0.09","822,122,529.67","2,865,437.00","286.91","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT","Financials","Equity","819,950,105.08","0.09","819,950,105.08","6,156,706.00","133.18","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","818,546,688.74","0.09","818,546,688.74","13,240,807.00","61.82","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN","Energy","Equity","808,626,986.44","0.09","808,626,986.44","26,135,326.00","30.94","United States","NYSE","USD","1.00","USD","-"
"D","DOMINION ENERGY","Utilities","Equity","785,740,798.20","0.09","785,740,798.20","11,739,740.00","66.93","United States","NYSE","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","784,841,799.17","0.09","784,841,799.17","3,896,737.00","201.41","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT","Real Estate","Equity","782,098,729.65","0.09","782,098,729.65","12,447,855.00","62.83","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK","Energy","Equity","771,214,239.60","0.09","771,214,239.60","8,410,188.00","91.70","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","770,998,083.57","0.09","770,998,083.57","15,324,947.00","50.31","United States","NASDAQ","USD","1.00","USD","-"
"TER","TERADYNE","Information Technology","Equity","765,724,373.84","0.09","765,724,373.84","2,089,688.00","366.43","United States","NASDAQ","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","757,497,175.25","0.09","757,497,175.25","3,370,399.00","224.75","United States","NASDAQ","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","754,544,845.60","0.09","754,544,845.60","579,670.00","1,301.68","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR","Materials","Equity","752,522,046.45","0.09","752,522,046.45","3,039,879.00","247.55","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT","Information Technology","Equity","752,555,119.66","0.09","752,555,119.66","2,611,769.00","288.14","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","748,708,419.34","0.08","748,708,419.34","4,713,898.00","158.83","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH","Health Care","Equity","743,817,623.20","0.08","743,817,623.20","3,126,335.00","237.92","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA","Materials","Equity","741,490,830.30","0.08","741,490,830.30","8,928,246.00","83.05","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","739,693,139.07","0.08","739,693,139.07","3,059,491.00","241.77","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS","Financials","Equity","733,254,656.16","0.08","733,254,656.16","11,775,408.00","62.27","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","733,257,880.32","0.08","733,257,880.32","8,726,144.00","84.03","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES","Information Technology","Equity","732,941,309.96","0.08","732,941,309.96","2,289,583.00","320.12","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA","Industrials","Equity","732,348,375.40","0.08","732,348,375.40","468,865.00","1,561.96","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA","Information Technology","Equity","731,560,163.88","0.08","731,560,163.88","1,887,118.00","387.66","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES","Industrials","Equity","729,409,901.44","0.08","729,409,901.44","8,722,912.00","83.62","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","728,831,267.55","0.08","728,831,267.55","52,245,969.00","13.95","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","724,476,370.40","0.08","724,476,370.40","9,561,520.00","75.77","United States","NYSE","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","722,452,967.28","0.08","722,452,967.28","2,238,984.00","322.67","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY","Energy","Equity","721,975,954.42","0.08","721,975,954.42","15,390,662.00","46.91","United States","NYSE","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","718,286,000.77","0.08","718,286,000.77","718,286,001.00","100.00","United States","-","USD","1.00","USD","-"
"STT","STATE STREET","Financials","Equity","712,882,524.55","0.08","712,882,524.55","3,694,649.00","192.95","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC","Financials","Equity","710,421,646.48","0.08","710,421,646.48","6,114,836.00","116.18","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK","Information Technology","Equity","708,098,438.71","0.08","708,098,438.71","2,818,751.00","251.21","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES","Health Care","Equity","698,478,070.68","0.08","698,478,070.68","7,686,564.00","90.87","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","698,027,350.86","0.08","698,027,350.86","3,678,087.00","189.78","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE","Financials","Equity","691,689,491.03","0.08","691,689,491.03","7,214,869.00","95.87","United States","NYSE","USD","1.00","USD","-"
"HONA","HONEYWELL AEROSPACE INC","Industrials","Equity","679,502,247.80","0.08","679,502,247.80","4,237,355.00","160.36","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","673,640,936.72","0.08","673,640,936.72","1,202,372.00","560.26","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","672,646,304.40","0.08","672,646,304.40","2,265,260.00","296.94","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE","Consumer Discretionary","Equity","666,683,842.14","0.08","666,683,842.14","220,221.00","3,027.34","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","664,086,829.67","0.08","664,086,829.67","12,098,503.00","54.89","United States","NYSE","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE","Industrials","Equity","659,900,262.78","0.07","659,900,262.78","1,076,053.00","613.26","United States","NASDAQ","USD","1.00","USD","-"
"VMRK","VIVMARK RESIDENTIAL","Real Estate","Equity","658,030,370.76","0.07","658,030,370.76","9,731,298.00","67.62","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES","Industrials","Equity","651,931,322.58","0.07","651,931,322.58","2,486,674.00","262.17","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","649,365,015.04","0.07","649,365,015.04","6,112,246.00","106.24","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","643,261,321.20","0.07","643,261,321.20","8,333,480.00","77.19","United States","NASDAQ","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL","Consumer Discretionary","Equity","640,932,455.28","0.07","640,932,455.28","17,123,496.00","37.43","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","637,917,928.20","0.07","637,917,928.20","1,485,603.00","429.40","United States","NYSE","USD","1.00","USD","-"
"NKE","NIKE CLASS B","Consumer Discretionary","Equity","632,153,602.08","0.07","632,153,602.08","16,011,996.00","39.48","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN","Consumer Discretionary","Equity","631,732,902.75","0.07","631,732,902.75","2,190,095.00","288.45","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY","Consumer Discretionary","Equity","628,252,884.00","0.07","628,252,884.00","5,926,914.00","106.00","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA","Health Care","Equity","624,645,114.66","0.07","624,645,114.66","1,602,846.00","389.71","United States","NYSE","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL","Industrials","Equity","609,913,054.52","0.07","609,913,054.52","10,422,301.00","58.52","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT","Real Estate","Equity","608,971,149.82","0.07","608,971,149.82","6,490,154.00","93.83","United States","NYSE","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","605,229,581.04","0.07","605,229,581.04","13,658,984.00","44.31","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","601,651,580.86","0.07","601,651,580.86","2,585,858.00","232.67","United States","NYSE","USD","1.00","USD","-"
"CBRE","CBRE GROUP CLASS A","Real Estate","Equity","593,104,772.34","0.07","593,104,772.34","3,908,691.00","151.74","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK CLASS A","Financials","Equity","590,974,262.56","0.07","590,974,262.56","7,144,273.00","82.72","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","589,831,728.80","0.07","589,831,728.80","2,669,405.00","220.96","United States","NYSE","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","588,848,921.55","0.07","588,848,921.55","5,964,235.00","98.73","United States","NASDAQ","USD","1.00","USD","-"
"VST","VISTRA","Utilities","Equity","588,213,546.17","0.07","588,213,546.17","4,230,839.00","139.03","United States","NYSE","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","583,917,470.28","0.07","583,917,470.28","5,946,812.00","98.19","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","583,837,478.07","0.07","583,837,478.07","3,772,291.00","154.77","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","579,218,281.05","0.07","579,218,281.05","1,053,105.00","550.01","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","578,285,498.72","0.07","578,285,498.72","18,162,233.00","31.84","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS","Health Care","Equity","577,973,232.48","0.07","577,973,232.48","2,227,944.00","259.42","United States","NYSE","USD","1.00","USD","-"
"YUM","YUM BRANDS","Consumer Discretionary","Equity","574,938,895.26","0.07","574,938,895.26","3,679,138.00","156.27","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","566,137,523.16","0.06","566,137,523.16","9,692,476.00","58.41","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES","Information Technology","Equity","556,958,203.20","0.06","556,958,203.20","1,347,360.00","413.37","United States","NASDAQ","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","556,571,205.45","0.06","556,571,205.45","4,632,303.00","120.15","United States","NYSE","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","555,677,852.84","0.06","555,677,852.84","2,968,999.00","187.16","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","547,977,195.92","0.06","547,977,195.92","971,608.00","563.99","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","543,182,056.04","0.06","543,182,056.04","1,310,641.00","414.44","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE","Communication","Equity","541,207,730.54","0.06","541,207,730.54","2,323,478.00","232.93","United States","NASDAQ","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP","Financials","Equity","540,587,928.18","0.06","540,587,928.18","7,077,611.00","76.38","United States","NYSE","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","539,738,191.80","0.06","539,738,191.80","29,397,505.00","18.36","United States","NYSE","USD","1.00","USD","-"
"PAYX","PAYCHEX","Industrials","Equity","537,991,207.26","0.06","537,991,207.26","4,304,274.00","124.99","United States","NASDAQ","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","536,228,497.50","0.06","536,228,497.50","4,908,270.00","109.25","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO","Consumer Staples","Equity","532,750,802.22","0.06","532,750,802.22","6,383,307.00","83.46","United States","NYSE","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","530,957,752.50","0.06","530,957,752.50","7,223,915.00","73.50","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON","Consumer Discretionary","Equity","530,867,422.80","0.06","530,867,422.80","3,520,341.00","150.80","United States","NYSE","USD","1.00","USD","-"
"WDAY","WORKDAY CLASS A","Information Technology","Equity","528,646,449.90","0.06","528,646,449.90","2,719,095.00","194.42","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON","Utilities","Equity","526,816,404.20","0.06","526,816,404.20","4,919,380.00","107.09","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY","Energy","Equity","517,961,964.15","0.06","517,961,964.15","2,591,235.00","199.89","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP","Consumer Discretionary","Equity","516,666,229.98","0.06","516,666,229.98","1,528,734.00","337.97","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","509,679,813.48","0.06","509,679,813.48","6,438,603.00","79.16","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS","Industrials","Equity","508,785,198.46","0.06","508,785,198.46","4,333,406.00","117.41","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP","Financials","Equity","505,769,509.86","0.06","505,769,509.86","3,659,163.00","138.22","United States","NYSE","USD","1.00","USD","-"
"KVUE","KENVUE","Consumer Staples","Equity","495,432,229.92","0.06","495,432,229.92","25,630,224.00","19.33","United States","NYSE","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS CLASS A","Health Care","Equity","494,569,330.20","0.06","494,569,330.20","2,004,090.00","246.78","United States","NYSE","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","493,756,782.79","0.06","493,756,782.79","2,634,353.00","187.43","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK","Consumer Staples","Equity","491,941,832.20","0.06","491,941,832.20","4,431,110.00","111.02","United States","NASDAQ","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP","Utilities","Equity","487,481,863.04","0.06","487,481,863.04","6,652,318.00","73.28","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE","Industrials","Equity","484,502,571.92","0.05","484,502,571.92","2,442,788.00","198.34","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","480,179,255.40","0.05","480,179,255.40","3,971,706.00","120.90","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","474,678,381.06","0.05","474,678,381.06","1,731,834.00","274.09","United States","NYSE","USD","1.00","USD","-"
"MTB","M&T BANK","Financials","Equity","469,958,035.79","0.05","469,958,035.79","1,954,819.00","240.41","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP","Financials","Equity","467,102,105.04","0.05","467,102,105.04","4,645,009.00","100.56","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP","Utilities","Equity","463,791,773.04","0.05","463,791,773.04","4,347,912.00","106.67","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST","Financials","Equity","461,534,326.32","0.05","461,534,326.32","2,470,476.00","186.82","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","459,756,036.48","0.05","459,756,036.48","5,156,528.00","89.16","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","458,667,474.60","0.05","458,667,474.60","27,060,028.00","16.95","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED","Health Care","Equity","458,074,911.45","0.05","458,074,911.45","1,936,155.00","236.59","United States","NYSE","USD","1.00","USD","-"
"EQT","EQT","Energy","Equity","451,487,250.00","0.05","451,487,250.00","8,360,875.00","54.00","United States","NYSE","USD","1.00","USD","-"
"CCL","CARNIVAL CORP LTD","Consumer Discretionary","Equity","448,901,697.20","0.05","448,901,697.20","17,172,980.00","26.14","United States","NYSE","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES","Health Care","Equity","448,788,984.91","0.05","448,788,984.91","6,072,101.00","73.91","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","444,496,284.87","0.05","444,496,284.87","5,826,403.00","76.29","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","442,596,843.50","0.05","442,596,843.50","7,572,230.00","58.45","United States","NYSE","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","438,992,986.06","0.05","438,992,986.06","593,338.00","739.87","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON","Financials","Equity","437,289,037.46","0.05","437,289,037.46","1,260,853.00","346.82","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS","Financials","Equity","436,492,982.04","0.05","436,492,982.04","1,413,422.00","308.82","United States","Cboe BZX","USD","1.00","USD","-"
"BIIB","BIOGEN","Health Care","Equity","435,121,553.79","0.05","435,121,553.79","1,970,927.00","220.77","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL","Information Technology","Equity","434,669,285.40","0.05","434,669,285.40","1,408,155.00","308.68","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","432,552,480.23","0.05","432,552,480.23","5,596,487.00","77.29","United States","NYSE","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS","Materials","Equity","426,251,823.58","0.05","426,251,823.58","801,617.00","531.74","United States","NYSE","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","418,191,484.08","0.05","418,191,484.08","1,809,726.00","231.08","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT","Real Estate","Equity","408,570,486.72","0.05","408,570,486.72","2,820,256.00","144.87","United States","NYSE","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","406,863,470.00","0.05","406,863,470.00","6,259,438.00","65.00","United States","NYSE","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","406,734,230.28","0.05","406,734,230.28","493,059.00","824.92","United States","NASDAQ","USD","1.00","USD","-"
"RJF","RAYMOND JAMES","Financials","Equity","404,532,094.79","0.05","404,532,094.79","2,315,449.00","174.71","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CLASS A","Financials","Equity","402,000,168.16","0.05","402,000,168.16","2,815,916.00","142.76","United States","NYSE","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS CLA","Information Technology","Equity","398,880,102.36","0.05","398,880,102.36","6,325,406.00","63.06","United States","NASDAQ","USD","1.00","USD","-"
"AEE","AMEREN","Utilities","Equity","394,678,520.82","0.04","394,678,520.82","3,694,454.00","106.83","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT","Communication","Equity","394,537,617.25","0.04","394,537,617.25","2,112,425.00","186.77","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","394,306,998.69","0.04","394,306,998.69","11,830,393.00","33.33","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","394,203,268.55","0.04","394,203,268.55","5,645,185.00","69.83","United States","NYSE","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","387,732,634.80","0.04","387,732,634.80","618,492.00","626.90","United States","NYSE","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","384,132,596.08","0.04","384,132,596.08","5,136,836.00","74.78","United States","NYSE","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","383,524,487.83","0.04","383,524,487.83","14,588,227.00","26.29","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","379,346,941.50","0.04","379,346,941.50","5,231,650.00","72.51","United States","NASDAQ","USD","1.00","USD","-"
"MTD","METTLER TOLEDO","Health Care","Equity","378,493,917.75","0.04","378,493,917.75","269,919.00","1,402.25","United States","NYSE","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","378,063,775.08","0.04","378,063,775.08","2,777,022.00","136.14","United States","NYSE","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","376,937,938.00","0.04","376,937,938.00","11,152,010.00","33.80","United States","NYSE","USD","1.00","USD","-"
